date,close,volume
2008-07-11,2953.500,44287100.000
2008-07-14,2975.870,34575000.000
2008-07-15,2852.980,47292800.000
2008-07-16,2745.600,39403100.000
2008-07-17,2718.070,32687300.000
2008-07-18,2815.460,40203400.000
2008-07-21,2911.050,45119600.000
2008-07-22,2904.740,38815000.000
2008-07-23,2883.320,38821200.000
2008-07-24,2977.360,48538700.000
2008-07-25,2939.200,40571100.000
2008-07-28,2960.850,39308600.000
2008-07-29,2905.630,36036300.000
2008-07-30,2884.380,29810800.000
2008-07-31,2805.210,27941000.000
2008-08-01,2840.790,34031500.000
2008-08-04,2773.150,22782300.000
2008-08-05,2703.080,30469200.000
2008-08-06,2721.690,27404000.000
2008-08-07,2720.440,23370400.000
2008-08-08,2591.460,30894600.000
2008-08-11,2456.810,32120200.000
2008-08-12,2444.160,24191900.000
2008-08-13,2444.670,27551700.000
2008-08-14,2443.510,20157200.000
2008-08-15,2447.610,20422300.000
2008-08-18,2313.400,23623100.000
2008-08-19,2348.470,19477100.000
2008-08-20,2532.940,45043400.000
2008-08-21,2443.980,37518000.000
2008-08-22,2404.930,26298200.000
2008-08-25,2400.550,18643200.000
2008-08-26,2331.530,23741900.000
2008-08-27,2325.290,23862600.000
2008-08-28,2335.860,20400300.000
2008-08-29,2391.640,28877800.000
2008-09-01,2309.170,21152800.000
2008-09-02,2285.410,18440500.000
2008-09-03,2245.960,23749500.000
2008-09-04,2251.150,18984800.000
2008-09-05,2183.430,21654500.000
2008-09-08,2126.520,22186600.000
2008-09-09,2139.150,17624300.000
2008-09-10,2143.180,22057800.000
2008-09-11,2072.130,22176800.000
2008-09-12,2077.850,19197000.000
2008-09-16,2000.650,33563300.000
2008-09-17,1929.140,32862200.000
2008-09-18,1895.990,47820300.000
2008-09-19,2073.110,36525400.000
2008-09-22,2207.610,101994000.000
2008-09-23,2123.480,78365600.000
2008-09-24,2138.850,45328200.000
2008-09-25,2223.530,74237900.000
2008-09-26,2243.660,59429900.000
2008-10-06,2128.700,45575300.000
2008-10-07,2102.450,43065300.000
2008-10-08,2022.880,36874700.000
2008-10-09,1995.300,33582300.000
2008-10-10,1906.960,39151600.000
2008-10-13,1985.490,43538100.000
2008-10-14,1934.620,54331900.000
2008-10-15,1914.360,31892400.000
2008-10-16,1820.900,40529600.000
2008-10-17,1833.260,28715400.000
2008-10-20,1896.730,33277200.000
2008-10-21,1881.410,38908400.000
2008-10-22,1833.320,32968600.000
2008-10-23,1834.780,35758700.000
2008-10-24,1781.600,32980700.000
2008-10-27,1654.670,36441800.000
2008-10-28,1705.820,46792800.000
2008-10-29,1658.220,38869500.000
2008-10-30,1697.660,41284300.000
2008-10-31,1663.660,28314500.000
2008-11-03,1653.540,25381100.000
2008-11-04,1627.760,26100200.000
2008-11-05,1691.420,42418200.000
2008-11-06,1649.780,30784200.000
2008-11-07,1677.830,31521600.000
2008-11-10,1801.670,63948900.000
2008-11-11,1781.360,66072800.000
2008-11-12,1801.820,44088000.000
2008-11-13,1874.080,83234600.000
2008-11-14,1943.650,91168700.000
2008-11-17,1987.220,87836600.000
2008-11-18,1839.820,97278400.000
2008-11-19,1953.160,82117400.000
2008-11-20,1932.430,83187000.000
2008-11-21,1920.730,83049300.000
2008-11-24,1837.640,50561500.000
2008-11-25,1834.290,42814600.000
